Gene,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8
CLEC16A,0,0,13,1,2,6,10,3
CLEC17A,0,0,14,16,6,16,10,6
CLEC18A,320,893,10178,6369,6361,2914,6703,1038
CLEC18B,0,0,1,0,1,1,6,0
CLEC18C,0,0,36,27,17,7,38,2
CLEC19A,2,0,97,10,51,13,137,10
CLEC1A,0,0,45,5,16,5,33,1
CLEC2A,0,0,0,0,0,0,0,0
CLEC2B,0,0,0,2,0,0,0,0
CLEC2D,166,1031,5576,1963,3126,4532,4972,2099
CLEC2L,7,15,107,85,82,69,107,28
CLEC3A,0,1,19,27,3,9,11,3
CLEC3B,0,0,0,0,0,1,1,0
CLEC4A,58,49,312,282,223,283,275,143
CLEC4C,0,0,5,1,0,4,8,1
CLEC4D,0,0,0,0,0,0,0,2
CLEC4E,74,129,561,291,357,542,450,284
CLEC4F,0,0,24,10,11,35,18,11
CLEC4G,0,0,0,0,0,0,1,0
CLEC4GP1,33,56,653,333,330,305,580,141
CLEC4M,1,8,113,22,42,43,85,8
CLEC5A,3,6,125,35,72,42,105,30
CLEC6A,23,22,379,246,246,397,366,137
CLEC7A,71,167,2127,536,661,1918,2145,820
CLEC9A,0,0,0,0,0,0,0,0
CLECL1,0,1,17,0,5,12,20,9
CLGN,0,0,6,0,3,2,0,0
CLHC1,1,3,7,5,9,24,15,12
CLIC1,0,0,0,1,0,0,0,0
CLIC2,0,0,1,0,2,0,0,0
CLIC3,0,0,2,17,2,3,11,0
CLIC4,44,86,1694,765,893,553,1168,263
CLIC5,0,4,11,12,4,4,12,0
CLIC6,0,0,0,0,0,0,0,0
CLINT1,0,0,0,0,0,0,0,0
CLIP1,0,0,0,33,0,1,2,0
CLIP2,0,0,0,1,0,0,0,0
CLIP3,0,0,0,1,0,0,0,0
CLIP4,0,0,0,1,0,0,0,0
CLK1,0,0,0,0,0,0,0,0
CLK2,0,0,0,0,0,0,0,0
CLK2P,0,0,0,0,0,0,0,0
CLK3,0,0,0,0,0,0,0,0
CLK4,0,0,1,6,0,0,0,0
CLLU1,0,0,0,0,0,0,0,0
CLLU1OS,0,0,0,0,0,0,0,0
CLMN,0,0,0,0,0,0,0,0
CLMP,0,0,0,0,0,0,0,0
CLN3,0,0,0,0,0,0,0,0
CLN5,0,0,0,0,0,1,0,0
CLN6,0,0,0,0,0,0,0,0
CLN8,0,0,0,0,0,0,0,0
CLNK,0,0,0,0,0,0,0,0
CLNS1A,0,0,0,1,0,0,0,0
CLOCK,0,0,0,0,0,0,0,0
CLP1,0,0,0,0,0,0,0,0
CLPB,0,0,0,10,0,2,0,0
CLPP,0,0,0,0,0,0,0,0
CLPS,0,0,0,0,0,1,0,0
CLPSL1,0,0,0,0,0,0,0,0
CLPSL2,0,0,0,0,0,0,0,0
CLPTM1,0,0,0,0,0,0,0,0
CLPTM1L,0,0,0,0,0,0,0,0
CLPX,0,0,0,0,0,0,0,0
CLRN1,0,0,0,0,0,0,0,0
CLRN1-AS1,0,0,0,0,0,0,0,0
CLRN2,0,0,0,0,0,0,0,0
CLRN3,0,0,1,0,0,0,0,0
CLSPN,0,0,0,0,0,0,0,0
CLSTN1,0,0,0,3,0,0,0,0
CLSTN3,0,0,0,0,0,0,0,0
CLTA,0,0,0,0,0,0,0,0
CLTB,0,0,0,0,0,0,0,0
CLTC,0,0,0,0,0,0,0,0
CLTCL1,0,0,0,0,0,0,0,0
CLU,0,0,0,0,0,0,0,0
CLUAP1,0,0,0,0,0,0,0,0
CLUH,0,0,0,0,0,0,0,0
CLUHP3,0,0,0,0,0,0,0,0
CLUL1,0,0,0,0,0,0,0,0
CLVS2,0,0,0,0,0,0,0,0
CLYBL,0,0,0,0,0,0,0,0
CMA1,0,0,0,1,0,0,0,0
CMAS,0,0,0,1,0,0,0,0
CMBL,0,0,0,0,0,0,0,0
CMC1,0,0,0,0,0,0,0,0
CMC2,0,0,0,0,0,0,0,0
CMC4,0,0,0,0,0,0,0,0
CMIP,0,0,0,0,0,0,0,0
CMKLR1,0,0,0,0,0,0,0,0
CMPK1,0,0,0,0,0,0,0,0
CMPK2,0,0,0,0,0,0,0,0
CMSS1,0,0,0,0,0,0,0,0
CMTM1,0,0,0,0,0,0,0,0
CMTM2,0,0,0,0,0,0,0,0
CMTM3,0,0,0,0,0,0,0,0
CMTM4,0,0,0,0,0,0,0,0
CMTM5,0,0,0,0,0,0,0,0
CMTM6,0,0,0,0,0,0,0,0
CMTM7,0,0,0,0,0,0,0,0
CMTM8,0,0,0,0,0,0,0,0
CMYA5,0,0,0,0,0,0,0,0
CNBD1,0,0,0,0,0,0,0,0
CNBD2,0,0,0,0,0,0,0,0
CNBP,0,0,0,0,0,0,0,0
CNDP1,0,0,0,0,0,0,0,0
CNDP2,0,0,0,2,0,0,2,0
CNEP1R1,0,0,0,4,0,0,1,0
CNFN,0,0,0,0,0,0,0,0
CNGA1,1,0,64,50,27,25,34,15
CNGA2,0,0,0,0,0,0,0,0
CNGA3,0,0,0,2,2,0,1,0
CNGA4,118,856,3829,1508,1770,2083,1992,1119
CNGB1,0,0,0,0,0,0,0,0
CNGB3,64,584,1742,786,841,1061,903,578
CNIH,42,281,2143,752,907,1028,1530,484
CNIH2,0,0,3,0,0,2,5,0
CNIH3,9,53,628,227,249,265,453,126
CNIH4,0,0,0,3,0,0,1,0
CNKSR1,0,0,1,2,0,0,1,0
CNKSR2,0,0,0,0,0,0,0,0
CNKSR3,0,0,0,0,0,1,0,0
CNN1,0,8,18,5,13,16,8,5
CNN2,0,0,0,0,0,0,0,0
CNN3,313,933,10841,4359,6407,6578,8387,2812
CNNM1,0,0,4,1,1,2,5,0
CNNM2,0,0,0,1,0,0,0,0
CNNM3,0,0,0,11,0,0,0,0
CNNM4,41,469,1828,580,976,990,1524,450
CNOT1,0,0,0,0,0,0,0,0
CNOT10,0,0,3,0,0,6,0,0
CNOT11,0,0,0,0,1,1,0,0
CNOT2,0,1,0,0,0,0,0,0
CNOT3,0,1,0,0,1,1,2,0
CNOT4,0,0,0,3,0,0,0,0
CNOT6,22,167,2714,885,1229,1063,1624,549
CNOT6L,0,8,105,16,38,36,80,15
CNOT7,1,15,423,85,180,97,315,53
CNOT8,0,0,0,2,1,4,0,2
CNP,511,3538,17220,5257,9454,12296,10951,5749
CNPPD1,0,1,21,5,4,10,6,6
CNPY1,0,2,64,33,26,24,70,9
CNPY2,928,3576,13016,6611,7615,13698,9715,6502
CNPY3,0,1,0,0,2,3,1,3
CNPY4,0,0,2,26,0,3,6,4
CNR1,2375,4387,12884,10096,7829,6747,8907,2022
CNR2,142,991,4221,1298,2042,2508,2992,1286
CNRIP1,0,0,2,3,0,0,0,0
CNST,0,6,5,25,4,2,11,1
CNTD1,0,0,0,0,0,0,0,0
CNTD2,0,0,0,2,0,0,0,0
CNTF,0,0,0,21,0,1,0,0
CNTFR,0,0,0,3,0,0,1,0
CNTLN,0,0,0,0,0,0,0,0
CNTN1,0,0,0,0,0,0,0,0
CNTN2,0,0,0,13,0,0,0,0
CNTN3,0,0,0,5,0,0,0,0
CNTN4,0,0,0,2,0,1,0,0
CNTN5,0,0,0,0,0,0,0,0
CNTN6,0,0,0,4,0,0,0,0
CNTNAP1,0,0,0,0,0,0,0,0
CNTNAP2,0,0,0,0,0,0,0,0
CNTNAP3,0,0,0,2,0,0,0,0
CNTNAP3B,0,0,0,0,0,0,0,0
CNTNAP4,0,0,0,0,0,0,0,0
CNTNAP5,0,0,0,32,0,0,0,0
CNTRL,0,0,27,14,19,7,11,4
CNTROB,897,10564,14751,6719,7802,8301,7856,4125
CO9,0,0,0,0,0,0,0,0
COA1,159,1018,5279,1873,2625,4358,3418,2400
COA3,2,1,75,31,30,105,83,51
COA4,0,0,0,3,0,0,0,0
COA5,0,0,0,0,0,0,1,0
COA6,0,0,0,1,0,1,0,1
COASY,0,0,0,0,0,3,0,0
COBL,1,2,2,2,0,6,3,3
COBLL1,0,0,0,5,0,0,0,0
COCH,1,5,4,3,1,25,3,24
COG1,1,3,4,3,4,7,1,9
COG2,1442,6103,9582,4078,5423,27024,6207,12900
COG3,0,0,1,1,0,1,0,0
COG4,0,0,0,20,0,1,1,0
COG5,0,0,0,1,0,0,0,0
COG6,0,0,0,0,0,0,0,0
COG7,0,1,2,34,0,1,4,0
COG8,0,0,4,11,0,1,1,0
COIL,0,0,0,15,0,1,2,0
COL10A1,0,0,0,7,0,0,0,0
COL11A1,0,0,0,0,0,0,0,0
COL11A2,12,16,12,19,3,131,6,47
COL12A1,0,2,0,1,1,15,1,2
COL13A1,3,27,145,100,38,44,63,22
COL14A1,0,0,1,0,0,4,1,0
COL15A1,86,107,124,105,69,260,58,233
COL16A1,0,0,1,0,1,1,3,1
COL17A1,409,643,266,186,112,2387,128,1661
COL18A1,0,1,0,1,0,5,0,5
COL19A1,0,0,0,0,0,0,0,0
COL1A1,6182,6581,14234,12989,7698,16973,7268,8427
COL1A2,0,0,0,0,0,0,0,0
COL20A1,0,0,0,0,0,0,0,0
COL21A1,0,0,5,0,2,2,6,0
COL22A1,0,0,21,6,8,16,25,5
COL23A1,49,35,644,591,363,201,408,97
COL24A1,0,0,3,0,2,4,5,2
COL25A1,1,0,2,2,0,1,3,0
COL26A1,1,0,15,12,9,8,17,9
COL27A1,5,8,21,11,12,21,28,23
COL28A1,0,0,0,1,0,0,1,0
COL2A1,0,0,2,0,1,0,0,1
COL3A1,1,6,24,13,17,8,11,7
COL4A1,219,843,961,612,444,702,487,364
COL4A2,790,2961,14555,6929,10384,7896,12439,3294
COL4A2-AS1,0,0,1,0,0,2,0,0
COL4A3,3,18,45,25,26,32,34,18
COL4A3BP,0,0,26,23,16,1,7,1
COL4A4,0,0,0,0,0,0,0,0
COL4A5,1,14,19,11,12,12,9,15
COL4A6,1,11,38,30,11,33,23,29
COL5A1,0,0,0,1,0,0,0,0
COL5A2,0,0,1,0,0,0,0,0
COL5A3,0,0,0,0,0,0,1,0
COL6A1,262,1101,5206,3053,2658,1994,2705,915
COL6A2,104,776,4593,1522,1876,3965,4148,2103
COL6A3,0,0,11,1,1,5,8,3
COL6A4P1,3457,4798,35877,28437,24770,17698,24901,7799
COL6A4P2,0,0,11,1,4,5,12,1
COL6A5,0,0,17,5,3,2,5,3
COL6A6,27,147,963,621,523,405,544,196
COL7A1,0,0,0,0,0,0,0,0
COL8A1,139,705,4125,1549,2137,2579,2837,1320
COL8A2,0,5,37,36,22,36,38,4
COL9A1,129,668,1601,931,826,1117,800,678
COL9A2,0,0,1,19,0,0,1,0
COL9A3,0,0,0,0,0,0,0,0
COLEC10,0,0,0,0,0,0,0,0
COLEC11,0,0,0,0,0,0,0,0
COLEC12,341,1298,8853,3713,4604,4760,6159,2016
COLGALT1,177,1353,2290,946,1381,1808,1705,919
COLGALT2,0,0,6,30,3,3,3,2
COLQ,0,0,1,0,0,0,0,0
COMMD1,0,0,1,1,3,3,7,3
COMMD10,2,0,2,0,0,1,0,0
COMMD2,1,7,13,34,6,10,20,1
COMMD3,0,0,0,4,0,1,0,0
COMMD3-BMI1,0,6,12,5,2,5,13,2
COMMD4,0,4,111,101,51,21,74,11
COMMD5,13,15,462,392,258,82,302,25
COMMD6,0,0,0,0,0,0,1,0
COMMD7,2,0,0,0,1,9,0,4
COMMD8,1,1,1,0,0,9,2,2
COMMD9,0,0,0,0,0,0,0,0
COMP,0,0,0,0,0,0,0,0
COMT,0,0,0,3,0,1,0,0
COMTD1,0,0,0,23,0,2,2,0
contactin_1,0,0,0,0,0,0,0,0
COPA,0,0,0,0,0,0,0,0
COPB1,0,0,0,0,0,0,0,0
COPB2,0,0,0,0,0,0,0,0
COPE,0,0,0,0,0,0,0,0
COPG1,0,0,0,67,1,7,0,0
COPG2,0,0,3,25,0,9,2,1
COPRS,109,249,1178,807,803,1017,841,502
COPS2,1734,2469,20232,17019,11092,8013,11287,3285
COPS3,47,259,1033,431,539,826,598,442
COPS4,1,0,10,23,1,3,4,0
COPS5,0,0,0,0,0,0,1,0
COPS6,0,0,0,0,0,0,0,0
COPS7A,0,0,0,0,0,0,0,0
COPS7B,0,8,29,89,13,16,9,13
COPS8,0,0,1,5,0,0,3,0
COPZ1,0,0,0,1,0,0,0,0
COPZ2,0,0,0,0,0,0,0,0
COQ10A,0,0,0,5,0,3,0,0
COQ10B,0,0,0,0,0,0,0,0
COQ2,14,36,87,52,77,202,68,93
COQ3,0,0,0,0,0,0,0,0
COQ4,0,0,0,0,0,0,0,0
COQ5,0,0,0,0,0,0,0,0
COQ6,0,0,0,0,0,0,0,0
COQ7,0,0,0,0,0,0,0,0
COQ9,0,0,0,0,0,0,0,0
CORIN,0,0,0,14,0,0,0,0
CORO1A,0,0,0,21,0,0,0,0
CORO1B,0,0,0,0,0,0,0,0
CORO1C,0,0,0,0,0,1,0,0
CORO2A,0,0,0,0,0,0,0,0
CORO2B,0,0,0,0,0,0,0,0
CORO6,0,0,0,0,0,0,0,0
CORO7,0,0,0,11,0,0,0,0
CORO7-PAM16,0,0,0,4,0,0,0,0
CORT,0,0,0,1,0,0,0,0
COTL1,1,0,0,0,0,4,0,1
COX10,0,0,0,8,0,3,2,0
COX10-AS1,0,0,0,0,0,0,0,0
COX11,142,402,3616,1163,1889,3171,2430,1374
COX14,0,0,0,1,0,0,0,0
COX15,0,0,0,1,0,5,1,0
COX16,0,0,1,0,0,2,3,1
COX17,0,0,0,0,0,0,0,0
COX18,0,0,5,4,1,22,21,7
COX19,0,0,0,0,0,0,0,0
COX20,290,1083,6002,2296,3358,5131,4282,2458
COX4I1,0,0,3,40,2,4,2,0
COX4I2,1,3,36,24,28,16,24,7
COX5A,80,423,2292,1406,1050,661,1056,297
COX5B,44,414,858,406,514,875,595,345
COX6A1,0,3,6,11,3,18,8,11
COX6B1,158,715,5593,1901,2881,3624,3968,1690
COX6B2,0,0,1,1,1,7,4,0
COX6C,0,0,5,0,1,4,4,0
COX7A1,176,838,5346,2156,2979,2133,2786,953
COX7A2,0,0,4,13,3,1,4,2
COX7A2L,32,147,413,108,166,432,350,213
COX7B,0,0,0,0,0,1,0,1
COX7B2,581,1431,9435,4284,4685,3982,5162,1629
COX7C,941,1680,9639,5790,5012,5149,5403,2368
COX8A,0,0,85,42,18,71,108,28
COX8C,0,0,1,1,0,0,0,0
CP,82,590,3644,1272,2161,1019,2866,434
CPA1,0,0,2,7,1,0,2,0
CPA2,0,0,1,4,0,1,1,0
CPA3,0,0,0,0,0,0,0,0
CPA4,0,0,0,0,0,0,0,0
CPA5,1,0,7,3,2,4,6,2
CPA6,0,0,0,0,0,0,0,0
CPAMD8,0,0,0,0,0,1,1,0
CPB1,1674,6687,10734,5169,6938,17753,8042,9664
CPB2,0,0,1,2,3,5,3,1
CPB2-AS1,0,4,23,3,10,13,7,6
CPD,0,1,11,8,2,5,8,1
CPE,2,4,76,13,30,14,43,14
CPEB1,0,0,0,0,0,2,0,0
CPEB2,36,124,1432,803,699,478,861,132
CPEB3,0,0,1,0,0,0,0,1
CPEB4,0,0,0,30,0,1,1,0
CPED1,568,655,3360,2065,2185,2397,2084,1225
CPLX1,0,0,0,0,0,0,0,0
CPLX2,572,1540,11238,5938,5969,3735,5915,1432
CPLX3,2,0,42,25,37,8,37,3
CPLX4,60,271,2875,879,1507,1202,1997,575
CPM,0,0,0,0,0,0,0,0
CPN1,0,0,3,0,2,0,4,0
CPN2,99,168,590,311,364,595,436,309
CPNE1,0,0,0,5,1,0,1,0
CPNE2,13,88,848,138,325,459,906,234
CPNE3,0,3,77,83,43,41,93,12
CPNE4,0,0,4,0,1,0,2,1
CPNE5,0,0,2,54,1,1,4,0
CPNE6,0,0,0,0,0,0,0,0
CPNE7,0,0,0,0,0,0,0,0
CPNE8,0,0,0,0,0,0,0,0
CPNE9,0,0,0,0,1,0,0,0
CPO,0,0,0,0,0,0,0,0
CPOX,0,0,0,0,0,0,0,0
CPPED1,0,0,0,0,0,0,0,0
CPQ,0,0,0,0,0,0,0,0
CPS1,0,0,0,12,0,0,0,0
CPS1-IT1,0,0,0,0,0,0,0,0
CPSF1,257,595,255,249,300,2246,443,1192
CPSF2,0,0,0,1,0,0,0,0
CPSF3,0,0,0,0,0,0,0,0
CPSF3L,0,0,0,0,0,0,0,0
CPSF4,6,10,194,117,105,53,226,18
CPSF4L,399,499,3061,2051,1757,2052,2180,944
CPSF6,6,16,66,48,19,17,40,11
CPSF7,59,121,1238,780,698,579,866,262
CPT1A,68,139,1605,815,721,845,1119,459
CPT1B,0,6,16,9,7,3,8,6
CPT1C,0,0,2,0,0,0,0,0
CPT2,0,0,0,0,0,0,0,1
CPVL,0,0,1,0,0,2,0,1
CPXCR1,0,0,0,10,0,1,0,0
CPXM1,1,3,4,30,3,3,5,6
CPXM2,31,105,402,172,221,139,316,34
CPZ,0,0,4,2,1,0,0,0
CR1,0,0,56,16,15,13,33,6
CR1L,38,131,606,440,333,391,394,179
CR2,102,367,1336,656,713,996,1021,375
CR627049,0,0,4,7,3,5,2,0
CR627135,0,0,0,2,0,0,1,0
CR627148,142,1385,11567,3442,6445,3254,7012,1362
CR627203,3,17,44,33,37,31,36,10
CR627206,0,0,0,18,0,0,1,0
CR627225,150,155,1077,858,688,935,965,362
CR627394,0,0,0,0,0,0,0,0
CR749689,0,0,0,0,0,0,0,0
CR933665,0,0,0,0,0,0,0,0
CR936633,0,0,0,1,0,0,1,0
CR936677,122,345,2542,1214,1733,1807,2369,884
CR936688,0,0,1,0,0,0,0,0
CR936796,3,13,124,61,98,125,139,59
CR936829,184,418,4934,2509,2768,2174,2818,994
CRABP1,0,2,4,0,7,6,8,5
CRABP2,0,0,0,1,0,0,0,0
CRADD,0,0,1,28,0,1,4,1
CRAMP1L,0,0,0,1,0,0,0,0
CRAT,36,25,528,371,303,213,446,76
CRB1,0,0,1,0,0,1,0,0
CRB2,3,3,3,2,2,73,1,101
CRB3,0,0,0,0,0,0,0,0
CRBN,5,31,1,12,5,3,11,2
CRCP,2,11,10,11,4,1,4,0
CRCT1,0,0,0,0,0,0,1,0
CREB1,0,0,0,0,0,1,0,0
CREB3,45,98,355,342,175,290,190,104
CREB3L1,0,0,1,4,0,0,3,1
CREB3L2,0,9,91,26,18,27,65,24
CREB3L3,338,1568,3065,1766,2070,3924,2287,1850
CREB3L4,0,2,3,3,1,6,4,11
CREB5,1,3,75,81,45,15,86,7
CREBBP,0,0,9,36,9,3,13,1
CREBL2,0,0,0,0,0,0,0,0
CREBRF,0,0,0,0,0,0,0,0
CREBZF,0,0,1,9,0,0,0,0
CREG1,0,0,0,20,0,0,0,0
CREG2,10,17,546,224,251,110,451,39
CRELD1,0,0,3,0,0,0,0,0
CRELD2,0,6,139,53,48,68,148,17
CREM,0,0,5,1,2,10,10,1
CRH,9,45,580,282,323,287,526,132
CRHBP,0,0,0,0,0,0,0,0
CRHR1,0,3,44,18,12,29,71,12
CRHR1-IT1,557,1363,3862,1899,2163,5614,3887,2796
CRHR2,0,0,0,2,0,1,0,0
CRIM1,0,0,0,0,0,0,0,0
CRIP1,0,0,0,0,0,0,0,0
CRIP2,40,204,1225,748,877,318,1273,117
CRIP3,0,0,7,16,2,9,9,1
CRIPAK,0,0,0,1,0,0,0,0
CRIPT,0,0,0,0,1,0,2,0
CRISP1,0,0,0,0,0,0,0,0
CRISP2,0,0,0,1,0,1,0,0
CRISP3,0,0,0,4,0,0,0,0
CRISPLD1,0,1,3,20,2,1,1,0
CRISPLD2,0,0,0,0,0,0,0,0
CRK,0,0,0,0,0,0,0,0
CRKL,0,0,0,0,0,0,1,0
CRLF1,2,3,18,34,18,4,28,2
CRLF2,0,0,1,11,0,0,3,0
CRLF3,0,0,0,0,0,1,0,0
CRLS1,0,0,0,0,0,0,0,0
CRMP1,0,0,0,0,0,0,0,0
CRNDE,477,1681,10254,4655,6494,8565,9287,3400
CRNKL1,0,0,1,0,0,2,1,1
CRNN,0,0,0,0,0,0,0,0
CROCC,0,1,4,1,6,13,4,1
CROCCP2,0,0,1,14,1,3,2,2
CROCCP3,2,1,7,0,2,4,0,1
CROT,4,18,80,57,43,37,41,14
CRP,0,0,0,0,0,0,0,0
CRSP8P,0,0,0,35,0,0,1,0
CRTAC1,0,0,0,4,0,0,0,0
CRTAM,0,0,0,0,1,1,0,0
CRTAP,0,0,0,0,0,0,0,0
CRTC1,0,0,0,10,0,0,2,0
CRTC2,0,0,0,0,0,0,0,0
CRTC3,0,0,0,0,0,0,0,0
CRX,4,5,2,47,13,17,2,8
CRY1,0,0,0,0,0,0,0,0
CRY2,0,0,2,74,4,6,1,7
CRYAA,179,380,2889,1409,1559,1906,2535,799
CRYAB,0,0,0,10,0,1,0,0
CRYBA2,2,2,13,5,8,10,13,7
CRYBA4,0,0,0,1,0,0,1,0
CRYBB1,340,1258,3714,2513,2226,2707,2205,1174
CRYBB2,0,0,0,1,0,0,1,0
CRYBB2P1,0,1,5,5,4,8,3,3
CRYBB3,0,0,0,0,0,0,0,0
CRYBG3,0,0,0,4,0,1,0,0
CRYGA,0,0,0,0,0,0,0,0
CRYGB,0,0,0,0,0,2,0,0
CRYGC,0,0,0,16,0,0,0,0
CRYGD,0,0,0,5,1,2,0,4
CRYGN,0,0,6,0,3,0,6,0
CRYGS,0,0,0,0,0,0,1,0
CRYL1,0,0,0,0,0,0,0,0
CRYM,131,107,814,1032,378,403,446,223
CRYM-AS1,0,0,0,0,0,0,0,0
CRYZ,254,255,1875,1934,1221,1863,1594,833
CRYZL1,0,0,0,0,0,0,1,2
CS,0,0,0,0,0,0,0,0
CSAD,0,0,4,0,0,2,3,6
CSAG1,0,0,6,3,0,2,0,2
CSAG2,0,0,0,1,0,0,0,0
CSAG3,82,243,842,394,497,1335,592,688
CSAG4,0,0,0,0,0,0,0,0
CSDC2,0,0,0,0,0,0,0,0
CSDE1,0,0,9,7,3,10,5,2
CSE1L,0,0,0,0,0,0,0,0
CSF1,0,0,0,0,0,0,0,0
CSF1R,392,1014,5376,3529,1905,1943,2344,930
CSF2,24,30,105,63,99,186,137,108
CSF2RA,0,0,0,0,0,0,0,0
CSF2RB,0,1,3,7,1,0,1,0
CSF3,0,0,11,4,3,2,10,0
CSF3R,0,0,0,0,2,0,1,0
CSGALNACT1,3,5,58,55,24,39,64,7
CSGALNACT2,0,0,3,2,2,0,1,0
CSH2,0,0,0,13,0,0,0,0
CSHL1,115,472,1494,642,868,1153,982,517
CSK,137,1503,8024,2032,4079,4268,5144,2685
CSMD1,0,0,0,0,0,0,0,0
CSMD2,0,0,0,0,0,0,0,0
CSMD3,0,0,0,3,0,0,1,0
CSN1S1,0,0,0,0,0,0,0,0
CSN1S2AP,0,0,6,15,10,12,17,11
CSN2,227,1815,6276,1550,2749,7903,4606,4157
CSN3,0,0,1,0,0,0,0,1
CSNK1A1,72,108,1545,1122,797,414,1108,188
CSNK1A1L,0,0,3,14,0,0,0,1
CSNK1A1P1,0,0,0,0,0,1,0,0
CSNK1D,2,2,24,13,4,11,5,5
CSNK1E,1,2,25,22,10,17,33,5
CSNK1G1,56,191,1515,1128,1050,705,1348,330
CSNK1G2,0,0,0,0,0,0,0,0
CSNK1G3,1,0,0,46,0,1,7,0
CSNK2A1,0,1,0,10,0,0,0,0
CSNK2A2,0,1,6,8,2,2,5,1
CSNK2A3,0,0,0,8,0,0,0,0
CSNK2B,0,0,0,0,0,0,0,0
CSPG4,0,0,0,0,0,0,1,0
CSPG4P1Y,0,0,0,0,0,0,0,1
CSPG4P8,0,0,0,0,0,0,0,0
CSPG5,0,0,0,0,0,0,0,0
CSPP1,0,0,0,0,0,0,0,0
CSRNP1,0,0,1,7,0,0,1,0
CSRNP2,0,0,0,3,0,0,0,0
CSRNP3,0,0,0,9,0,0,2,0
CSRP1,0,1,0,15,0,3,0,0
CSRP2,0,0,0,0,0,0,0,0
CSRP2BP,0,0,0,0,0,0,0,0
CSRP3,0,0,0,4,0,0,0,0
CST1,0,0,0,0,0,0,0,0
CST2,0,0,0,11,0,0,1,0
CST3,0,0,0,0,0,0,0,0
CST4,0,1,56,30,20,16,35,2
CST5,60,128,2823,1837,1177,873,1619,356
CST6,0,0,3,10,4,4,3,0
CST7,0,0,0,16,0,0,4,0
CST8,898,2168,8564,5512,5129,5794,6042,2782
CST9,0,0,0,7,0,1,0,0
CST9L,0,0,0,0,0,0,2,0
CSTA,0,0,2,3,0,2,4,1
CSTB,0,0,0,0,0,0,0,0
CSTF1,25,97,1784,707,1163,981,1959,460
CSTF2,0,0,0,0,0,0,0,0
CSTF2T,1579,4447,15636,8110,10350,16840,13095,8536
CSTF3,212,563,2215,1060,1212,931,1484,365
CSTF3-AS1,0,0,2,1,0,0,0,0
CSTL1,378,1312,5317,2616,3670,5057,4748,2460
CT45A1,0,0,1,3,0,0,1,0
CT45A2,0,0,0,4,0,1,0,0
CT45A3,0,1,7,6,7,5,13,0
CT45A4,0,1,29,6,13,14,27,2
CT45A5,1,0,4,2,4,1,2,2
CT45A6,0,0,0,0,0,0,0,0
CT47A1,0,0,0,0,0,0,0,0
CT47A10,0,0,0,0,0,0,0,0
CT47A11,0,0,0,0,0,0,0,0
CT47A2,0,0,0,0,0,0,0,0
CT47A3,0,0,0,0,0,0,0,0
CT47A4,0,0,0,0,0,0,0,0
CT47A5,0,0,0,0,0,0,0,0
CT47A6,1086,1856,6379,4293,4009,7322,4769,3836
CT47A7,9,9,22,35,14,35,19,16
CT47A9,0,0,0,0,0,0,0,0
CT47B1,0,0,0,0,0,0,0,0
CT49,0,0,3,30,3,3,2,0
CT60,0,0,0,1,0,0,0,0
CT62,0,0,0,21,0,0,0,0
CTAG1B,0,0,0,0,0,0,0,0
CTAG2,176,391,1014,716,832,1346,1121,741
CTAGE1,0,0,0,27,0,0,0,0
CTAGE10P,0,0,0,0,0,0,0,0
CTAGE11P,0,0,0,32,0,0,0,0
CTAGE15,0,0,0,0,0,0,0,0
CTAGE4,0,0,1,7,3,1,2,0
CTAGE5,0,0,0,0,0,0,0,0
CTAGE6,0,0,0,0,0,0,0,0
CTAGE7P,81,312,3602,1440,2250,2113,2744,977
CTAGE9,572,2348,11732,5274,7059,8886,9453,3975
CTBP1,0,0,0,2,0,0,0,0
CTBP1-AS1,0,0,0,2,0,0,0,0
CTBP2,0,0,0,1,0,0,0,0
CTBS,192,556,234,237,128,1727,154,821
CTC1,0,1,0,0,0,0,0,0
CTCF,0,0,0,0,0,0,0,0
CTCFL,0,0,0,37,0,0,2,0
CTDNEP1,1,0,0,2,0,0,0,0
CTDP1,0,0,0,1,3,0,0,0
CTDSP1,0,0,0,21,0,0,0,0
CTDSP2,0,0,0,0,0,0,0,0
CTDSPL,2,1,8,28,5,3,5,2
CTDSPL2,0,0,0,3,0,0,0,0
CTF1,67,144,417,270,249,501,330,276
CTGF,0,0,0,0,0,0,0,0
CTH,151,1715,3287,915,1681,5208,2398,2831
CTHRC1,0,0,2,0,1,0,0,0
CTIF,0,0,0,0,0,0,0,0
CTLA4,0,0,0,0,2,0,0,0
CTNNA1,3,2,5,6,3,3,6,0
CTNNA2,0,0,0,0,0,0,0,0
CTNNA3,0,0,0,5,0,0,0,0
CTNNAL1,1,9,16,9,3,41,9,25
CTNNB1,0,0,0,6,0,0,2,1
CTNNBIP1,0,0,2,0,0,0,0,2
CTNNBL1,0,3,108,33,50,43,66,19
CTNND1,193,344,3322,1793,1910,1722,2059,765
CTNND2,0,0,2,1,0,3,3,2
CTNS,0,0,0,0,0,0,2,0
CTPS1,0,0,0,0,0,0,0,0
CTPS2,0,0,0,0,0,0,0,0
CTR9,0,0,0,0,0,0,0,0
CTRB1,1,0,0,9,0,5,2,0
CTRB2,0,0,0,0,0,0,0,0
CTRC,0,1,5,2,0,2,3,2
